underlying,ticker,vencimento,dias_uteis,fm,mod,strike,ai_otm,dist_perc_strike,ultimo,var_perc,data_hora,num_neg,vol_financeiro,vol_impl_perc,delta,gamma,theta_dolar,theta_perc,vega,iq,coberto,travado,descoberto,titulares,lancadores,earnings_yield_ttm,pe_ttm,Status_Moneyness,%_Alta_p_2x,Status_2x,Status_Liquidez,Status_Theta,moneyness_score,liquidez_score,dobro_score,theta_score,score_total
BOVA11,BOVAI160,17/09/2027,454,,E,"160,00",OTM,"+3,67","28,14","+12,51",11/11/2025,2,"647,08",,"0,9402","0,0048","-0,0700","-0,25","24,6551","1,00",0,0,481,3,3,,,0-5% OTM (colada),"19,4",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
BOVA11,BOVAK78,19/11/2027,496,,E,"160,00",OTM,"+3,67",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BOVA11,BOVAG161,16/07/2027,410,,E,"161,00",OTM,"+4,32",,,,,,,"0,9216","0,0062","-0,0715",,"28,8643",,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BOVA11,BOVAI162,17/09/2027,454,,E,"162,00",OTM,"+4,96",,,,,,,"0,9304","0,0054","-0,0703",,"27,7436",,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BOVA11,BOVAK80,19/11/2027,496,,E,"162,00",OTM,"+4,96",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BOVA11,BOVAG163,16/07/2027,410,,E,"163,00",OTM,"+5,61",,,,,,,"0,9090","0,0070","-0,0717",,"32,2809",,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI164,17/09/2027,454,,E,"164,00",OTM,"+6,26",,,,,,,"0,9195","0,0060","-0,0706",,"30,9893",,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAK82,19/11/2027,496,,E,"164,00",OTM,"+6,26",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAG165,16/07/2027,410,,E,"165,00",OTM,"+6,91",,,,,,,"0,8951","0,0077","-0,0717",,"35,8192",,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI166,17/09/2027,454,,E,"166,00",OTM,"+7,55",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAK84,19/11/2027,496,,E,"166,00",OTM,"+7,55",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAG167,16/07/2027,410,,E,"167,00",OTM,"+8,20",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI168,17/09/2027,454,,E,"168,00",OTM,"+8,85",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAK86,19/11/2027,496,,E,"168,00",OTM,"+8,85",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAG169,16/07/2027,410,,E,"169,00",OTM,"+9,50",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI170,17/09/2027,454,,E,"170,00",OTM,"+10,15",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAK88,19/11/2027,496,,E,"170,00",OTM,"+10,15",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAG171,16/07/2027,410,,E,"171,00",OTM,"+10,79",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI172,17/09/2027,454,,E,"172,00",OTM,"+11,44",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAK90,19/11/2027,496,,E,"172,00",OTM,"+11,44",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAG173,16/07/2027,410,,E,"173,00",OTM,"+12,09",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI174,17/09/2027,454,,E,"174,00",OTM,"+12,74",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAK92,19/11/2027,496,,E,"174,00",OTM,"+12,74",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAG175,16/07/2027,410,,E,"175,00",OTM,"+13,39","17,50","-4,05",12/11/2025,102,"172.814,90","7,2","0,9026","0,0121","-0,0751","-0,43","33,8618","2,00",0,0,10.001,2,1,,,5-15% OTM (aposta),"12,6",Dobra com até 20% no ativo,Alta,Theta baixo,1,2,2,1,6
BOVA11,BOVAI176,17/09/2027,454,,E,"176,00",OTM,"+14,03","19,10","+26,91",14/11/2025,1,"1.910,00",,,,,,,"3,00",0,0,700,3,1,,,5-15% OTM (aposta),,,Baixa,,1,0,0,0,1
BOVA11,BOVAK94,19/11/2027,496,,E,"176,00",OTM,"+14,03",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BOVA11,BOVAI178,17/09/2027,454,,E,"178,00",OTM,"+15,33",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
BOVA11,BOVAK96,19/11/2027,496,,E,"178,00",OTM,"+15,33",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
BOVA11,BOVAI33,17/09/2027,454,,E,"180,00",OTM,"+16,63","16,78","+14,93",11/11/2025,1,"8.390,00",,,,,,,"0,57",0,0,42.038,4,7,,,15-20% OTM,,,Média,,0,1,0,0,1
BOVA11,BOVAK188,19/11/2027,496,,E,"180,00",OTM,"+16,63","16,31","+1,93",14/11/2025,4,"468.650,00",,,,,,,"0,33",0,0,39.000,1,3,,,15-20% OTM,,,Alta,,0,2,0,0,2
BOVA11,BOVAK201,19/11/2027,496,,E,"182,00",OTM,"+17,92",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
BOVA11,BOVAG183,16/07/2027,410,,E,"183,00",OTM,"+18,57","8,75","+15,89",27/10/2025,2,"398,75","10,6","0,5623","0,0199","-0,0521","-0,60","73,6055","0,50",0,0,79,1,2,,,15-20% OTM,"10,1",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BOVA11,BOVAK203,19/11/2027,496,,E,"184,00",OTM,"+19,22",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
BOVA11,BOVAG185,16/07/2027,410,,E,"185,00",OTM,"+19,87",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
BOVA11,BOVAK206,19/11/2027,496,,E,"186,00",OTM,"+20,51",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAG187,16/07/2027,410,,E,"187,00",OTM,"+21,16",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK208,19/11/2027,496,,E,"188,00",OTM,"+21,81",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK211,19/11/2027,496,,E,"190,00",OTM,"+23,10",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK213,19/11/2027,496,,E,"192,00",OTM,"+24,40",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK216,19/11/2027,496,,E,"194,00",OTM,"+25,70",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK217,19/11/2027,496,,E,"196,00",OTM,"+26,99",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK219,19/11/2027,496,,E,"198,00",OTM,"+28,29",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BOVA11,BOVAK222,19/11/2027,496,,E,"200,00",OTM,"+29,58","10,80",,14/11/2025,2,"2.707,00","9,4","0,6257","0,0186","-0,0587","-0,54","81,8969","1,00",0,0,251,1,1,,,20%+ OTM (loteria),"11,2",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BPAC11,BPACG312,17/07/2026,163,,E,"30,74",ITM,"-42,42","13,01",,30/05/2025,1,"585.450,00",,,,,,,"1,00",44.900,0,100,1,1,,,ITM,,,Alta,,0,2,0,0,2
BPAC11,BPACG357,17/07/2026,163,,E,"35,24",ITM,"-34,00","15,70","-2,30",22/10/2025,1,"1.570,00",,,,,,,"1,00",0,0,200,1,1,,,ITM,,,Baixa,,0,0,0,0,0
BPAC11,BPACA382,15/01/2027,285,,E,"38,24",ITM,"-28,38","17,00","+8,62",29/10/2025,1,"34.000,00","19,7","0,9818","0,0043","-0,0193","-0,11","2,3814","1,50",6.600,0,3.100,3,2,,,ITM,"32,4",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
BPAC11,BPACL466,18/12/2026,269,,E,"46,74",ITM,"-12,46",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACJ502,16/10/2026,226,,E,"50,24",ITM,"-5,90",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACK502,19/11/2026,249,,E,"50,24",ITM,"-5,90",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACL50,18/12/2026,269,,E,"50,24",ITM,"-5,90",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACJ512,16/10/2026,226,,E,"51,24",ITM,"-4,03",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACK512,19/11/2026,249,,E,"51,24",ITM,"-4,03",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACL51,18/12/2026,269,,E,"51,24",ITM,"-4,03",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACJ522,16/10/2026,226,,E,"52,24",ITM,"-2,15",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACK522,19/11/2026,249,,E,"52,24",ITM,"-2,15",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACL52,18/12/2026,269,,E,"52,24",ITM,"-2,15",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
BPAC11,BPACJ532,16/10/2026,226,,E,"53,24",ATM,"-0,28",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACL53,18/12/2026,269,,E,"53,24",ATM,"-0,28",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACJ542,16/10/2026,226,,E,"54,24",ATM,"+1,59",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACK542,19/11/2026,249,,E,"54,24",ATM,"+1,59",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACL54,18/12/2026,269,,E,"54,24",ATM,"+1,59",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACJ552,16/10/2026,226,,E,"55,24",OTM,"+3,47",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACK552,19/11/2026,249,,E,"55,24",OTM,"+3,47",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACL55,18/12/2026,269,,E,"55,24",OTM,"+3,47",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
BPAC11,BPACJ562,16/10/2026,226,,E,"56,24",OTM,"+5,34",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACK562,19/11/2026,249,,E,"56,24",OTM,"+5,34",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACL56,18/12/2026,269,,E,"56,24",OTM,"+5,34",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACJ572,16/10/2026,226,,E,"57,24",OTM,"+7,21",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACK572,19/11/2026,249,,E,"57,24",OTM,"+7,21",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACL57,18/12/2026,269,,E,"57,24",OTM,"+7,21",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACJ582,16/10/2026,226,,E,"58,24",OTM,"+9,08",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACK582,19/11/2026,249,,E,"58,24",OTM,"+9,08",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACL58,18/12/2026,269,,E,"58,24",OTM,"+9,08",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BPAC11,BPACK802,19/11/2026,249,,E,"80,24",OTM,"+50,29","1,30","-32,29",14/11/2025,2,"269,00","26,2","0,1911","0,0196","-0,0128","-0,98","14,4310","1,00",0,0,1.000.000,1,1,,,20%+ OTM (loteria),"12,7",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BRAP4,BRAPG185,16/07/2027,410,,E,"17,81",ITM,"-2,41","4,30","-6,72",14/11/2025,4,"1.706,00","11,4","0,9619","0,0303","-0,0084","-0,20","1,9833","0,21",400,0,21.800,3,14,,,ITM,"24,5",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
BRAP4,BRAPK228,19/11/2026,249,,E,"22,14",OTM,"+21,32","1,26","+5,00",13/11/2025,4,"835,00","21,4","0,4718","0,1017","-0,0075","-0,60","7,2918","1,50",100,0,3.900,3,2,,,20%+ OTM (loteria),"14,6",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BRAV3,BRAVG176,16/07/2027,410,,E,"17,60",OTM,"+20,14","3,21","+8,44",10/11/2025,4,"40.696,00","29,2","0,8838","0,0248","-0,0079","-0,25","5,2730","14,00",0,6.000,185.300,28,2,,,20%+ OTM (loteria),"24,8",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
BRAV3,BRAVK176,19/11/2026,249,,E,"17,75",OTM,"+21,16","1,04",,10/11/2025,1,"6.552,00","22,0","0,4727","0,1230","-0,0060","-0,58","5,8619","1,00",5.900,0,400,1,1,,,20%+ OTM (loteria),"15,0",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
BRAV3,BRAVG181,16/07/2027,410,,E,"18,10",OTM,"+23,55","2,80","0,00",29/10/2025,1,"280,00","36,0","0,6119","0,0570","-0,0066","-0,24","7,1530","1,50",0,0,4.500,3,2,,,20%+ OTM (loteria),"31,2",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
BRAV3,BRAVI201,17/09/2027,454,,E,"20,25",OTM,"+38,23","3,22","0,00",03/11/2025,1,"322,00","43,1","0,5923","0,0447","-0,0069","-0,21","7,8177","2,00",0,3.100,8.100,4,2,,,20%+ OTM (loteria),"37,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
BRAV3,BRAVI212,17/09/2027,454,,E,"21,25",OTM,"+45,05",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BRAV3,BRAVI222,17/09/2027,454,,E,"22,25",OTM,"+51,88","2,18","+21,11",05/11/2025,1,"218,00","33,5","0,5057","0,0573","-0,0063","-0,29","8,2908","0,50",3.000,0,100,1,2,,,20%+ OTM (loteria),"29,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
BRAV3,BRAVI232,17/09/2027,454,,E,"23,25",OTM,"+58,70",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BRAV3,BRAVI242,17/09/2027,454,,E,"24,25",OTM,"+65,53",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BRAV3,BRAVI252,17/09/2027,454,,E,"25,25",OTM,"+72,35",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BRAV3,BRAVG256,16/07/2027,410,,E,"25,60",OTM,"+74,74","1,06","-62,80",10/11/2025,2,"222,00","34,5","0,3147","0,0548","-0,0049","-0,46","6,6759","2,50",3.726.700,0,8.200,5,2,,,20%+ OTM (loteria),"23,0",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
BRAV3,BRAVG261,16/07/2027,410,,E,"26,10",OTM,"+78,16","1,02","-41,71",21/10/2025,2,"212,00","35,9","0,3020","0,0524","-0,0047","-0,46","6,4657","1,50",3.646.400,0,6.100,3,2,,,20%+ OTM (loteria),"23,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
BRAV3,BRAVL27,18/12/2026,269,,E,"27,00",OTM,"+84,30",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
BRAV3,BRAVL280,18/12/2026,269,,E,"28,00",OTM,"+91,13","0,38",,27/10/2025,1,"114,00","37,5","0,1504","0,0406","-0,0034","-0,89","3,5876","1,00",0,0,300,1,1,,,20%+ OTM (loteria),"17,2",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BRAV3,BRAVL29,18/12/2026,269,,E,"29,00",OTM,"+97,95","0,30",,07/11/2025,2,"67,00","37,0","0,1248","0,0363","-0,0030","-1,00","3,1430",,,,,,,,,20%+ OTM (loteria),"16,4",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
BRAV3,BRAVL30,18/12/2026,269,,E,"30,00",OTM,"+104,78","0,29",,21/10/2025,2,"64,00","38,7","0,1185","0,0337","-0,0029","-1,00","3,0167",,,,,,,,,20%+ OTM (loteria),"16,7",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
BRAV3,BRAVL330,18/12/2026,269,,E,"33,00",OTM,"+125,26","0,25","0,00",12/11/2025,1,"5.000,00","40,6","0,2752","0,0388","-0,0062","-2,47","7,0718","1,00",30.800,0,27.500,13,13,,,20%+ OTM (loteria),"6,2",Dobra com até 20% no ativo,Média,Theta alto,0,1,2,0,3
BRKM5,BRKML12,18/12/2026,269,,E,"12,25",OTM,"+53,70","1,40","+300,00",11/11/2025,2,"1.260,00","43,1","0,2834","0,1033","-0,0029","-0,21","2,5770","3,43",0,0,35.200,24,7,,,20%+ OTM (loteria),"62,0",Precisa de 40%+ no ativo,Baixa,Theta baixo,0,0,0,1,1
BRSR6,BRSRB157,19/02/2027,308,,E,"15,25",OTM,"+7,85","1,73","-1,14",04/11/2025,1,"173,00","17,6","0,7081","0,1258","-0,0063","-0,36","5,3147","0,67",0,0,183.000,2,3,,,5-15% OTM (aposta),"17,3",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
BRSR6,BRSRC160,19/03/2027,328,,E,"15,49",OTM,"+9,55","1,84","+6,97",05/11/2025,1,"368,00","15,8","0,7495","0,1239","-0,0064","-0,35","5,1792","1,00",0,0,1.800,4,4,,,5-15% OTM (aposta),"17,4",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
BRSR6,BRSRB17,19/02/2027,308,,E,"16,25",OTM,"+14,92",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
BRSR6,BRSRB177,19/02/2027,308,,E,"17,25",OTM,"+21,99","0,22","+22,22",25/09/2025,1,"66,00","16,8","0,1913","0,1196","-0,0021","-0,95","3,7023","0,50",300,0,100,1,2,,,20%+ OTM (loteria),"8,1",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BRSR6,BRSRC180,19/03/2027,328,,E,"17,49",OTM,"+23,69","0,53","+60,60",04/11/2025,1,"106,00","11,7","0,4203","0,2093","-0,0042","-0,79","6,2392","1,67",0,0,2.600,5,3,,,20%+ OTM (loteria),"8,9",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
BRSR6,BRSRC210,19/03/2027,328,,E,"20,49",OTM,"+44,91","0,20","0,00",16/10/2025,1,"20,00","22,4","0,1382","0,0693","-0,0019","-0,95","3,1330","7,00",0,0,5.900,7,1,,,20%+ OTM (loteria),"10,2",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
CASH3,CASHG550,17/07/2026,163,,E,"5,50",OTM,"+36,82","0,66","-16,45",07/11/2025,2,"136,00","67,3","0,5153","0,1612","-0,0035","-0,52","1,4638","2,00",0,0,84.700,4,2,,,20%+ OTM (loteria),"31,9",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
CMIN3,CMINL527,18/12/2026,269,,E,"5,12",ITM,"-12,48","1,49","+14,61",14/11/2025,22,"3.293,00","15,3","0,9732","0,0671","-0,0026","-0,17","0,3741","0,67",11.000,0,43.600,2,3,,,ITM,"26,2",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
COGN3,COGNI33,17/09/2027,454,,E,"3,38",ITM,"-2,31","1,25","-7,40",07/11/2025,3,"385,00","39,3","0,8229","0,1338","-0,0015","-0,12","1,2824","0,63",100.100,0,6.500,5,8,,,ITM,"43,9",Precisa de 40%+ no ativo,Baixa,Theta baixo,0,0,0,1,1
CPFE3,CPFEK339,19/11/2026,249,,E,"33,96",ITM,"-26,33","15,45",,13/11/2025,5,"9.294,00",,,,,,,"1,00",0,0,200,1,1,,,ITM,,,Média,,0,1,0,0,1
CPFE3,CPFEE340,21/05/2027,371,,E,"34,00",ITM,"-26,25","13,36",,27/10/2025,1,"1.336,00",,,,,,,"1,00",0,0,100,1,1,,,ITM,,,Baixa,,0,0,0,0,0
CPFE3,CPFEK369,19/11/2026,249,,E,"36,96",ITM,"-19,83","12,87",,13/11/2025,5,"7.766,00",,,,,,,"1,00",0,100,200,1,1,,,ITM,,,Média,,0,1,0,0,1
CPFE3,CPFEE370,21/05/2027,371,,E,"37,00",ITM,"-19,74",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEJ597,16/10/2026,226,,E,"9,20",ITM,"-36,99",,,,,,,,,,,,"0,29",8.300,0,5.000,2,7,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEG510,17/07/2026,163,,E,"11,06",ITM,"-24,25",,,,,,,,,,,,"0,25",0,12.800,69.500,1,4,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEG515,17/07/2026,163,,E,"11,56",ITM,"-20,82",,,,,,,,,,,,"1,00",0,0,6.000,1,1,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEL53,18/12/2026,269,,E,"13,06",ITM,"-10,55",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEA530,15/01/2027,285,,E,"13,06",ITM,"-10,55",,,,,,,,,,,,"1,00",0,200,0,1,1,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEL540,18/12/2026,269,,E,"14,06",ITM,"-3,70",,,,,,,,,,,,"1,00",1.400,0,0,1,1,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEA540,15/01/2027,285,,E,"14,06",ITM,"-3,70",,,,,,,,,,,,"0,50",3.200,0,5.000,1,2,,,ITM,,,,,0,0,0,0,0
CPLE5,CPLEL550,18/12/2026,269,,E,"15,06",OTM,"+3,15",,,,,,,,,,,,"1,00",0,0,5.100,2,2,,,0-5% OTM (colada),,,,,2,0,0,0,2
CPLE5,CPLEL555,18/12/2026,269,,E,"15,56",OTM,"+6,58",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CPLE5,CPLEL55,18/12/2026,269,,E,"16,06",OTM,"+10,00","1,55",,11/11/2025,2,"305,00","21,0","0,6225","0,1217","-0,0065","-0,42","5,6438","0,50",0,0,5.200,1,2,,,5-15% OTM (aposta),"17,1",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
CPLE5,CPLEL565,18/12/2026,269,,E,"16,56",OTM,"+13,42",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
CPLE5,CPLEL570,18/12/2026,269,,E,"17,06",OTM,"+16,85","1,00",,13/11/2025,2,"227,00","17,1","0,5278","0,1551","-0,0058","-0,58","5,9718",,,,,,,,,15-20% OTM,"13,0",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
CPLE5,CPLEL575,18/12/2026,269,,E,"17,56",OTM,"+20,27",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CPLE5,CPLEL580,18/12/2026,269,,E,"18,06",OTM,"+23,70",,,,,,,,,,,,"1,00",0,0,100,1,1,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CPLE5,CPLEL585,18/12/2026,269,,E,"18,56",OTM,"+27,12",,,,,,,,,,,,"1,00",0,0,200,1,1,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CPLE5,CPLEL595,18/12/2026,269,,E,"19,56",OTM,"+33,97",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
CSAN3,CSANI540,17/09/2027,454,,E,"5,40",ITM,"-12,76",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
CSAN3,CSANL570,18/12/2026,269,,E,"5,70",ITM,"-7,92","1,26","-0,78",13/11/2025,1,"126,00",,,,,,,"3,50",0,0,3.000,7,2,,,ITM,,,Baixa,,0,0,0,0,0
CSAN3,CSANL590,18/12/2026,269,,E,"5,90",ITM,"-4,68","1,50","-6,25",13/11/2025,2,"300,00","38,6","0,7978","0,0853","-0,0036","-0,24","1,9652","2,00",0,100,8.900,6,3,,,ITM,"30,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSAN3,CSANA590,15/01/2027,285,,E,"5,90",ITM,"-4,68","1,55","-1,27",13/11/2025,1,"155,00","34,7","0,7785","0,1300","-0,0031","-0,20","1,9574","6,00",0,0,1.800,6,1,,,ITM,"32,2",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
CSAN3,CSANI60,17/09/2027,454,,E,"6,00",ITM,"-3,07","2,30","+21,05",11/11/2025,2,"470,00","29,0","0,8782","0,0773","-0,0027","-0,12","1,8202","14,00",0,33.300,18.200,14,1,,,ITM,"42,3",Precisa de 40%+ no ativo,Baixa,Theta baixo,0,0,0,1,1
CSAN3,CSANK63,19/11/2027,496,,E,"6,30",ATM,"+1,78",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
CSAN3,CSANK85,19/11/2027,496,,E,"8,50",OTM,"+37,32","1,05",,03/11/2025,3,"420,00","33,8","0,5628","0,1362","-0,0025","-0,24","3,3777","2,00",0,0,400,2,1,,,20%+ OTM (loteria),"30,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
