underlying,ticker,vencimento,dias_uteis,fm,mod,strike,ai_otm,dist_perc_strike,ultimo,var_perc,data_hora,num_neg,vol_financeiro,vol_impl_perc,delta,gamma,theta_dolar,theta_perc,vega,iq,coberto,travado,descoberto,titulares,lancadores,earnings_yield_ttm,pe_ttm,Status_Moneyness,%_Alta_p_2x,Status_2x,Status_Liquidez,Status_Theta,moneyness_score,liquidez_score,dobro_score,theta_score,score_total
IBOV11,IBOVF160,16/06/2027,388,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVH16,18/08/2027,433,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVJ159,13/10/2027,471,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVK48,17/11/2027,494,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVK165,18/11/2026,248,,E,"165.000,00",OTM,"+4,94",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVL165,16/12/2026,267,,E,"165.000,00",OTM,"+4,94","10.045,00",,11/11/2025,1,"4.520,25",,,,,,,"1,00",0,0,45,1,1,,,0-5% OTM (colada),,,Baixa,,2,0,0,0,2
IBOV11,IBOVB164,17/02/2027,306,,E,"165.000,00",OTM,"+4,94",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVD165,14/04/2027,345,,E,"165.000,00",OTM,"+4,94","17.090,00","+15,23",01/10/2025,2,"4.271.834,00",,,,,,,"3,00",0,0,115.000,3,1,,,0-5% OTM (colada),,,Alta,,2,2,0,0,4
IBOV11,IBOVF164,16/06/2027,388,,E,"165.000,00",OTM,"+4,94",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVH164,18/08/2027,433,,E,"165.000,00",OTM,"+4,94",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVJ44,13/10/2027,471,,E,"165.000,00",OTM,"+4,94",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVK164,17/11/2027,494,,E,"165.000,00",OTM,"+4,94",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVL7,16/12/2026,267,,E,"170.000,00",OTM,"+8,12","14.100,00","+22,60",07/11/2025,1,"2.820,00",,,,,,,"1,50",0,125.000,175.000,6,4,,,5-15% OTM (aposta),,,Baixa,,1,0,0,0,1
IBOV11,IBOVB17,17/02/2027,306,,E,"170.000,00",OTM,"+8,12",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVD17,14/04/2027,345,,E,"170.000,00",OTM,"+8,12",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVF17,16/06/2027,388,,E,"170.000,00",OTM,"+8,12",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVH17,18/08/2027,433,,E,"170.000,00",OTM,"+8,12",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVJ169,13/10/2027,471,,E,"170.000,00",OTM,"+8,12",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVK169,17/11/2027,494,,E,"170.000,00",OTM,"+8,12",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVL72,16/12/2026,267,,E,"172.000,00",OTM,"+9,39","7.405,00",,02/10/2025,3,"33.322.500,00",,,,,,,"0,67",0,106.500,343.500,2,3,,,5-15% OTM (aposta),,,Alta,,1,2,0,0,3
IBOV11,IBOVL174,16/12/2026,267,,E,"175.000,00",OTM,"+11,30","10.325,00",,31/10/2025,2,"25.806.000,00",,,,,,,"0,33",0,22.500,227.500,1,3,,,5-15% OTM (aposta),,,Alta,,1,2,0,0,3
IBOV11,IBOVB174,17/02/2027,306,,E,"175.000,00",OTM,"+11,30",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVD175,14/04/2027,345,,E,"175.000,00",OTM,"+11,30",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVF174,16/06/2027,388,,E,"175.000,00",OTM,"+11,30",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVH174,18/08/2027,433,,E,"175.000,00",OTM,"+11,30",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVJ174,13/10/2027,471,,E,"175.000,00",OTM,"+11,30",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVK174,17/11/2027,494,,E,"175.000,00",OTM,"+11,30",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVK179,18/11/2026,248,,E,"180.000,00",OTM,"+14,48",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVL179,16/12/2026,267,,E,"180.000,00",OTM,"+14,48","8.295,00",,16/09/2025,2,"2.839.335,85",,,,,,,"1,00",0,0,34.246,1,1,,,5-15% OTM (aposta),,,Alta,,1,2,0,0,3
IBOV11,IBOVB180,17/02/2027,306,,E,"180.000,00",OTM,"+14,48","6.235,00",,02/10/2025,6,"28.076.625,00",,,,,,,"1,50",0,37.500,412.500,3,2,,,5-15% OTM (aposta),,,Alta,,1,2,0,0,3
IBOV11,IBOVD18,14/04/2027,345,,E,"180.000,00",OTM,"+14,48",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVF18,16/06/2027,388,,E,"180.000,00",OTM,"+14,48",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVH18,18/08/2027,433,,E,"180.000,00",OTM,"+14,48",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVJ179,13/10/2027,471,,E,"180.000,00",OTM,"+14,48",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVK49,17/11/2027,494,,E,"180.000,00",OTM,"+14,48",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
IBOV11,IBOVL185,16/12/2026,267,,E,"185.000,00",OTM,"+17,66",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
IBOV11,IBOVD185,14/04/2027,345,,E,"185.000,00",OTM,"+17,66",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
IBOV11,IBOVL189,16/12/2026,267,,E,"190.000,00",OTM,"+20,84",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
IBOV11,IBOVL195,16/12/2026,267,,E,"195.000,00",OTM,"+24,02","1.695,00",,28/07/2025,2,"141.600,00",,,,,,,"1,00",0,0,4.000,1,1,,,20%+ OTM (loteria),,,Alta,,0,2,0,0,2
IBOV11,IBOVL200,16/12/2026,267,,E,"200.000,00",OTM,"+27,20",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
IBOV11,IBOVD200,14/04/2027,345,,E,"200.000,00",OTM,"+27,20","4.350,00",,30/09/2025,6,"8.704.600,00",,,,,,,"0,33",0,0,200.000,1,3,,,20%+ OTM (loteria),,,Alta,,0,2,0,0,2
IBOV11,IBOVL201,16/12/2026,267,,E,"201.000,00",OTM,"+27,83","1.710,00",,31/10/2025,1,"393.300,00",,,,,,,"1,00",0,0,23.000,1,1,,,20%+ OTM (loteria),,,Alta,,0,2,0,0,2
IBOV11,IBOVL205,16/12/2026,267,,E,"205.000,00",OTM,"+30,38","525,00","-49,51",29/07/2025,1,"21.000,00",,,,,,,"1,00",0,4.000,0,1,1,,,20%+ OTM (loteria),,,Média,,0,1,0,0,1
IBOV11,IBOVL210,16/12/2026,267,,E,"210.000,00",OTM,"+33,56",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
IBOV11,IBOVL220,16/12/2026,267,,E,"220.000,00",OTM,"+39,92",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
IRBR3,IRBRJ120,16/10/2026,226,,E,"120,00",OTM,"+141,55","0,18","-18,18",14/11/2025,7,"1.733,00","40,5","0,0608","0,0059","-0,0055","-3,05","6,0380","0,50",0,0,21.100,4,8,,,20%+ OTM (loteria),"6,0",Dobra com até 20% no ativo,Média,Theta alto,0,1,2,0,3
ISAE4,ISAEG209,17/07/2026,163,,E,"20,72",ITM,"-24,43","5,12","-0,38",23/10/2025,2,"1.536,00",,,,,,,"0,50",0,0,3.800,1,2,,,ITM,,,Baixa,,0,0,0,0,0
ITSA4,ITSAB804,19/02/2027,308,,E,"7,79",ITM,"-34,87","5,48","+21,50",14/11/2025,1,"548,00","24,9","0,9907","0,0076","-0,0039","-0,07","0,3308","3,00",0,0,3.100,6,2,,,ITM,"46,2",Precisa de 40%+ no ativo,Baixa,Theta baixo,0,0,0,1,1
ITSA4,ITSAE820,21/05/2027,371,,E,"7,97",ITM,"-33,36","5,57","+16,28",14/11/2025,1,"557,00","21,8","0,9727","0,0223","-0,0037","-0,07","0,8599","0,78",13.000,0,2.100,7,9,,,ITM,"47,9",Precisa de 40%+ no ativo,Baixa,Theta baixo,0,0,0,1,1
ITSA4,ITSAL884,18/12/2026,269,,E,"8,59",ITM,"-28,18","3,76","+4,44",23/10/2025,2,"754,00",,,,,,,"1,00",0,0,400,2,2,,,ITM,,,Baixa,,0,0,0,0,0
ITSA4,ITSAL904,18/12/2026,269,,E,"8,79",ITM,"-26,50","4,24","+1,43",14/11/2025,1,"4.240,00",,,,,,,"2,00",0,0,63.000,2,1,,,ITM,,,Baixa,,0,0,0,0,0
ITSA4,ITSAL100,18/12/2026,269,,E,"9,79",ITM,"-18,14","3,26","+0,30",06/11/2025,3,"99.056,00",,,,,,,"0,75",13.900,8.800,11.700,6,8,,,ITM,,,Alta,,0,2,0,0,2
ITSA4,ITSAB100,19/02/2027,308,,E,"9,79",ITM,"-18,14","3,18","+10,41",19/09/2025,1,"318,00",,,,,,,"0,25",2.600,0,55.100,1,4,,,ITM,,,Baixa,,0,0,0,0,0
ITSA4,ITSAL110,18/12/2026,269,,E,"10,79",ITM,"-9,78","2,59","+1,56",13/11/2025,2,"522,00",,,,,,,"1,13",2.141,0,41.359,9,8,,,ITM,,,Baixa,,0,0,0,0,0
ITSA4,ITSAB110,19/02/2027,308,,E,"10,79",ITM,"-9,78","3,00","+5,63",14/11/2025,1,"300,00","13,6","0,9664","0,0367","-0,0053","-0,18","1,0003","0,83",7.500,0,8.500,10,12,,,ITM,"26,0",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
ITSA4,ITSAB120,19/02/2027,308,,E,"11,79",ATM,"-1,42","2,13","+3,90",14/11/2025,2,"2.127,00",,"0,8682","0,0913","-0,0056","-0,26","2,8380","0,58",18.000,0,58.300,14,24,,,0-5% OTM (colada),"20,5",Dobra com 20-40% no ativo,Baixa,Theta baixo,2,0,1,1,4
ITSA4,ITSAK1,19/11/2026,249,,E,"14,34",OTM,"+19,90","0,60",,12/11/2025,1,"21.480,00","17,0","0,4404","0,1959","-0,0043","-0,72","4,6785","1,00",35.800,0,0,1,1,,,15-20% OTM,"11,4",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
ITSA4,ITSAA150,15/01/2027,285,,E,"14,79",OTM,"+23,66","0,70","+18,64",11/11/2025,5,"2.257,00","16,1","0,4772","0,1907","-0,0045","-0,64","5,1824","0,78",1.800,0,18.600,7,9,,,20%+ OTM (loteria),"12,3",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
ITSA4,ITSAK148,19/11/2026,249,,E,"14,84",OTM,"+24,08","0,49","+133,33",13/11/2025,2,"102,00","17,4","0,3751","0,1830","-0,0039","-0,80","4,5077","1,00",14.000,0,200,1,1,,,20%+ OTM (loteria),"10,9",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
ITSA4,ITSAA160,15/01/2027,285,,E,"15,79",OTM,"+32,02","0,42","+5,00",11/11/2025,31,"1.770,00","16,9","0,2629","0,1533","-0,0028","-0,66","4,1043","1,25",2.600,0,613.600,10,8,,,20%+ OTM (loteria),"13,4",Dobra com até 20% no ativo,Alta,Theta médio,0,2,2,0,4
ITSA4,ITSAI192,18/09/2026,207,,E,"17,32",OTM,"+44,82","0,06","-33,33",13/11/2025,2,"600,00","18,7","0,0945","0,0818","-0,0014","-2,41","1,8513","7,83",0,0,858.238,47,6,,,20%+ OTM (loteria),"5,3",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
ITUB4,ITUBL25,18/12/2026,269,,E,"25,03",ITM,"-38,35","18,06",,06/11/2025,1,"460.530,00",,,,,,,"1,00",25.500,0,0,1,1,,,ITM,,,Alta,,0,2,0,0,2
ITUB4,ITUBL9,18/12/2026,269,,E,"29,03",ITM,"-28,50","15,19",,10/11/2025,1,"1.306.340,00",,,,,,,"1,00",86.000,0,0,1,1,,,ITM,,,Alta,,0,2,0,0,2
ITUB4,ITUBL343,18/12/2026,269,,E,"33,66",ITM,"-17,09",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ITUB4,ITUBA356,15/01/2027,285,,E,"35,68",ITM,"-12,12",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ITUB4,ITUBE362,21/05/2027,371,,E,"35,79",ITM,"-11,85","8,80",,17/10/2025,1,"8.800,00",,,,,,,"1,00",0,0,1.000,1,1,,,ITM,,,Média,,0,1,0,0,1
ITUB4,ITUBL365,18/12/2026,269,,E,"36,16",ITM,"-10,94","7,75","-7,62",24/10/2025,2,"3.875,00","15,8","0,9182","0,0237","-0,0179","-0,23","6,1168","1,50",112.200,600,0,3,2,,,ITM,"20,8",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
ITUB4,ITUBA361,15/01/2027,285,,E,"36,18",ITM,"-10,89","9,28","-1,27",05/11/2025,2,"1.846,00",,,,,,,,,,,,,,,ITM,,,Baixa,,0,0,0,0,0
ITUB4,ITUBA373,15/01/2027,285,,E,"36,68",ITM,"-9,66","9,00","+6,25",29/09/2025,2,"148.500,00","14,5","0,9503","0,0160","-0,0179","-0,20","4,5322",,,,,,,,,ITM,"23,3",Dobra com 20-40% no ativo,Alta,Theta baixo,0,2,1,1,4
ITUB4,ITUBB373,19/02/2027,308,,E,"36,68",ITM,"-9,66","9,11",,31/10/2025,2,"1.829,00",,,,,,,,,,,,,,,ITM,,,Baixa,,0,0,0,0,0
ITUB4,ITUBC37,19/03/2027,328,,E,"36,79",ITM,"-9,38","6,39","+4,92",31/07/2025,1,"1.278,00","16,3","0,8316","0,0348","-0,0157","-0,25","11,1237","1,00",0,0,500,1,1,,,ITM,"18,9",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
ITUB4,ITUBA37,15/01/2027,285,,E,"37,18",ITM,"-8,42","8,71",,03/11/2025,2,"1.748,00",,,,,,,,,,,,,,,ITM,,,Baixa,,0,0,0,0,0
ITUB4,ITUBB37,19/02/2027,308,,E,"37,18",ITM,"-8,42",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ITUB4,ITUBL383,18/12/2026,269,,E,"37,66",ITM,"-7,24","7,90","-4,81",05/11/2025,2,"1.576,00","11,8","0,9557","0,0193","-0,0187","-0,24","3,8674","0,43",40.694,0,13.706,6,14,,,ITM,"20,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
ITUB4,ITUBD385,16/04/2027,347,,E,"37,79",ITM,"-6,92",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
ITUB4,ITUBE385,21/05/2027,371,,E,"37,79",ITM,"-6,92","9,76","+26,09",14/11/2025,6,"118.090,00",,,,,,,"0,17",3.000,0,3.000,1,6,,,ITM,,,Alta,,0,2,0,0,2
ITUB4,ITUBL10,18/12/2026,269,,E,"40,16",ATM,"-1,08",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
ITUB4,ITUBL406,18/12/2026,269,,E,"40,66",ATM,"+0,15",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
ITUB4,ITUBL411,18/12/2026,269,,E,"41,16",ATM,"+1,38",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
ITUB4,ITUBL416,18/12/2026,269,,E,"41,66",OTM,"+2,61",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
ITUB4,ITUBL420,18/12/2026,269,,E,"42,16",OTM,"+3,84",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
ITUB4,ITUBL425,18/12/2026,269,,E,"42,66",OTM,"+5,07",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
ITUB4,ITUBL43,18/12/2026,269,,E,"43,16",OTM,"+6,31",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
ITUB4,ITUBL435,18/12/2026,269,,E,"43,66",OTM,"+7,54",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
ITUB4,ITUBL44,18/12/2026,269,,E,"44,16",OTM,"+8,77",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
ITUB4,ITUBL445,18/12/2026,269,,E,"44,66",OTM,"+10,00",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
ITUB4,ITUBL502,18/12/2026,269,,E,"50,16",OTM,"+23,55","2,50","-7,74",14/11/2025,1,"250,00","20,5","0,4406","0,0460","-0,0154","-0,62","16,5224","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"14,0",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
ITUB4,ITUBE512,21/05/2027,371,,E,"50,79",OTM,"+25,10","2,89","+70,00",30/10/2025,3,"849,00","17,6","0,4896","0,0468","-0,0142","-0,49","19,3171","1,00",0,0,6.000.100,2,2,,,20%+ OTM (loteria),"14,5",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
ITUB4,ITUBB512,19/02/2027,308,,E,"51,18",OTM,"+26,06","2,63","+14,84",11/11/2025,89,"227.696,00","17,4","0,4755","0,0498","-0,0152","-0,58","18,2631","0,33",0,0,336.000,1,3,,,20%+ OTM (loteria),"13,6",Dobra com até 20% no ativo,Alta,Theta médio,0,2,2,0,4
ITUB4,ITUBE532,21/05/2027,371,,E,"52,79",OTM,"+30,02",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
ITUB4,ITUBF537,18/06/2027,390,,E,"53,31",OTM,"+31,31","2,64","+46,66",03/11/2025,2,"534,00","17,4","0,4522","0,0452","-0,0135","-0,51","19,9353","1,00",0,0,372.500,2,2,,,20%+ OTM (loteria),"14,4",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
ITUB4,ITUBE542,21/05/2027,371,,E,"53,79",OTM,"+32,49","2,33","+16,50",03/11/2025,2,"473,00","17,8","0,4156","0,0447","-0,0130","-0,56","19,1620","0,50",100,100,373.400,2,4,,,20%+ OTM (loteria),"13,8",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
ITUB4,ITUBH555,20/08/2027,435,,E,"55,44",OTM,"+36,55","2,49","+27,04",13/11/2025,3,"891,00","15,5","0,4470","0,0474","-0,0131","-0,53","21,2086","1,00",0,0,361.000,3,3,,,20%+ OTM (loteria),"13,7",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
JBSS32,JBSSE312,15/05/2026,119,,E,"31,25",ITM,"-55,50","43,10",,06/11/2025,1,"129.300,00","67,8","0,9835","0,0012","-0,0220","-0,05","2,0905","1,00",0,0,3.000,1,1,,,ITM,"62,4",Precisa de 40%+ no ativo,Alta,Theta baixo,0,2,0,1,3
JBSS32,JBSSD655,17/04/2026,101,,E,"65,50",ITM,"-6,72",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSF655,19/06/2026,143,,E,"65,50",ITM,"-6,72",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSD665,17/04/2026,101,,E,"66,50",ITM,"-5,30",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSF665,19/06/2026,143,,E,"66,50",ITM,"-5,30",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSD675,17/04/2026,101,,E,"67,50",ITM,"-3,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSF675,19/06/2026,143,,E,"67,50",ITM,"-3,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSD685,17/04/2026,101,,E,"68,50",ITM,"-2,45",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSF685,19/06/2026,143,,E,"68,50",ITM,"-2,45",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
JBSS32,JBSSJ690,16/10/2026,226,,E,"69,00",ATM,"-1,74",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSD695,17/04/2026,101,,E,"69,50",ATM,"-1,03",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSF695,19/06/2026,143,,E,"69,50",ATM,"-1,03",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSJ700,16/10/2026,226,,E,"70,00",ATM,"-0,31",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSD705,17/04/2026,101,,E,"70,50",ATM,"+0,40",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSF705,19/06/2026,143,,E,"70,50",ATM,"+0,40",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSD715,17/04/2026,101,,E,"71,50",ATM,"+1,82",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSF715,19/06/2026,143,,E,"71,50",ATM,"+1,82",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSD725,17/04/2026,101,,E,"72,50",OTM,"+3,25",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSF725,19/06/2026,143,,E,"72,50",OTM,"+3,25",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSD735,17/04/2026,101,,E,"73,50",OTM,"+4,67",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSF735,19/06/2026,143,,E,"73,50",OTM,"+4,67",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
JBSS32,JBSSD745,17/04/2026,101,,E,"74,50",OTM,"+6,10",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSF745,19/06/2026,143,,E,"74,50",OTM,"+6,10",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSD755,17/04/2026,101,,E,"75,50",OTM,"+7,52",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSF755,19/06/2026,143,,E,"75,50",OTM,"+7,52",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSF765,19/06/2026,143,,E,"76,50",OTM,"+8,94",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSC785,20/03/2026,82,,E,"78,50",OTM,"+11,79",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSC795,20/03/2026,82,,E,"79,50",OTM,"+13,22",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSC805,20/03/2026,82,,E,"80,50",OTM,"+14,64",,,,,,,,,,,,,,,,,,,,5-15% OTM (aposta),,,,,1,0,0,0,1
JBSS32,JBSSC815,20/03/2026,82,,E,"81,50",OTM,"+16,06",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
JBSS32,JBSSC825,20/03/2026,82,,E,"82,50",OTM,"+17,49",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
JBSS32,JBSSC835,20/03/2026,82,,E,"83,50",OTM,"+18,91",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
JBSS32,JBSSC845,20/03/2026,82,,E,"84,50",OTM,"+20,34",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSJ849,16/10/2026,226,,E,"85,00",OTM,"+21,05",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSC855,20/03/2026,82,,E,"85,50",OTM,"+21,76",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSJ859,16/10/2026,226,,E,"86,00",OTM,"+22,47",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSC865,20/03/2026,82,,E,"86,50",OTM,"+23,18",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
JBSS32,JBSSD946,17/04/2026,101,,E,"86,50",OTM,"+23,18","2,08","-20,00",27/10/2025,1,"104,00","30,7","0,2632","0,0226","-0,0299","-1,44","15,3315","0,75",0,0,7.750,3,4,,,20%+ OTM (loteria),"11,3",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
JBSS32,JBSSI86,18/09/2026,207,,E,"86,50",OTM,"+23,18","16,57","+38,08",15/09/2025,1,"14.250,20","35,2","0,6997","0,0118","-0,0456","-0,28","29,2661","1,00",3.340,0,100,1,1,,,20%+ OTM (loteria),"33,7",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
JBSS32,JBSSJ87,16/10/2026,226,,E,"87,00",OTM,"+23,90",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
